listing_id;Details
297009;Mountain view, Sea View, TV room, Privacy, Good road access, Stone floors, Wooden floors, Tiled floors, Olive trees, Pine trees, Covered terraces, Open terraces, Central heating, Mint condition, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma↵        ↵↵⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥Commission↵⇥⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥⇥⇥The commission of 1.8 months of the base rent plus the VAT will have to be paid, as per usual in Spain, by the tenant.
297013;Mountain view, Private pool, Sauna,  Fireplace, Tiled floors, Refurbished, Mature garden, Olive trees, Country estate, Lawn area, Open terraces, BBQ, Central heating, AC hot/cold, Parking, Summer kitchen, Traditional style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297014;Mountain view, Sea View, Sea access, Beach access, Private pool, Privacy, Good road access, Lift, Stone floors, Solar panels, Mature garden, Olive trees, Waterfront property, Private garden, Covered terraces, Open terraces, BBQ, Central heating, Underfloor heating, AC hot/cold, Garage, Parking, Mint condition, Almond trees, Security service, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297020;Sea View, Private pool, Child friendly, Fireplace, Good road access, Marble floors, Private garden, Covered terraces, Open terraces, BBQ, Underfloor heating, AC hot/cold, Garage, Parking, Modern style, Mint condition, Summer kitchen, Air conditioning, Osmosis, Flat plot, Security service↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to restaurants, More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma↵        ↵↵⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥Commission↵⇥⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥⇥⇥The commission of 1.8 months of the base rent plus the VAT will have to be paid, as per usual in Spain, by the tenant.
297023;Mountain view, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Private garden, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Close to schools, ↵⇥⇥⇥⇥⇥Children friendly, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Fireplace, ↵⇥⇥⇥⇥⇥Good road access, ↵⇥⇥⇥⇥⇥Interior patio, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Tiles floors, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Mature garden, ↵⇥⇥⇥⇥⇥Olive trees, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Lawn area, ↵⇥⇥⇥⇥⇥Private garden, ↵⇥⇥⇥⇥⇥Covered terraces, ↵⇥⇥⇥⇥⇥Open terraces, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Underfloor heating, ↵⇥⇥⇥⇥⇥AC hotcold, ↵⇥⇥⇥⇥⇥Garage, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Mint condition, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Summer kitchen, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Osmosis, ↵⇥⇥⇥⇥⇥Flat plot, ↵⇥⇥⇥⇥⇥Security service, ↵⇥⇥⇥⇥⇥Mediterranean style,
297024;Sea View, Waterfront, Sea access, Beach access, Child friendly, Marble floors, Waterfront property, Lawn area, Covered terraces, Open terraces, Central heating, AC hot/cold, Modern style, Mint condition↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to restaurants, Can walk to shops, More than 30 minutes drive to airport, More than 30 minutes drive to Palma
297026;Mountain view, Country estate↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma↵        ↵↵⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥Commission↵⇥⇥⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥⇥⇥⇥The commission of 1.8 months of the base rent plus the VAT will have to be paid, as per usual in Spain, by the tenant.
297028;Sea View↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297030;Mountain view, Sea View, Waterfront, Sea access, Waterfront property, Investment property, Needs refurbishment, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, Can walk to restaurants, Can walk to shops, More than 30 minutes drive to airport, More than 30 minutes drive to Palma
297031;Sea View, Private pool, Close to schools, Child friendly, Fireplace, Good road access, Tiled floors, Private garden, Covered terraces, Open terraces, AC hot/cold, Garage, Parking, Mint condition, Summer kitchen, Osmosis, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 10 - 20 minutes drive to Palma
297036;Mountain view, Private pool, Close to schools, Child friendly, Fireplace, Good road access, Tiled floors, Private garden, Covered terraces, Open terraces, AC hot/cold, Parking, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297037;Private garden, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Close to schools, ↵⇥⇥⇥⇥⇥Children friendly, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Good road access, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Wooden floors, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Country estate, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥New build, ↵⇥⇥⇥⇥⇥Lawn area, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Covered terraces, ↵⇥⇥⇥⇥⇥Open terraces, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Underfloor heating, ↵⇥⇥⇥⇥⇥AC hotcold, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Flat plot, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Mediterranean style,
297038;Mountain view, Sea View, Private pool, Lawn area, Private garden, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, More than 30 minutes drive to airport, More than 30 minutes drive to Palma
297040;Private pool, Close to schools, Child friendly, Fireplace, Good road access, Marble floors, Refurbished, Mature garden, Olive trees, Lawn area, Private garden, Covered terraces, Open terraces, BBQ, Underfloor heating, AC hot/cold, Garage, Parking, Mint condition, Heated pool, Summer kitchen, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297042;Sea View, Private pool, Privacy, Close to schools, Child friendly, Good road access, Wooden floors, Refurbished, Old town Palma, Covered terraces, Open terraces, Central heating, Garage, Modern style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to city center, Can walk to restaurants, Can walk to shops
297044;Interior patio, Investment property, Needs refurbishment, Traditional style, Historic property↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to city center, Can walk to restaurants, Can walk to shops, More than 30 minutes drive to airport, More than 30 minutes drive to Palma
297049;Mountain view, Sea View, Private pool, Wellness, Privacy, Child friendly, Interior patio, Various terraces, Wooden floors, Tiled floors, Country estate, Lawn area, Private garden, Covered terraces, Open terraces, BBQ, AC hot/cold, Garage, Flat plot, Traditional style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, More than 30 minutes drive to Palma
297053;Private garden, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Children friendly, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Fireplace, ↵⇥⇥⇥⇥⇥Good road access, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Wooden floors, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Mature garden, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Country estate, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥New build, ↵⇥⇥⇥⇥⇥Lawn area, ↵⇥⇥⇥⇥⇥Private garden, ↵⇥⇥⇥⇥⇥Covered terraces, ↵⇥⇥⇥⇥⇥Open terraces, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥AC hotcold, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Carport, ↵⇥⇥⇥⇥⇥Parking, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Own water, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Flat plot, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Traditional style,
297055;Mountain view, Private pool, Guest apartment, Fireplace, Tiled floors, Mature garden, Country estate, Lawn area, Private garden, Covered terraces, Open terraces, BBQ, Own water well, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 20 - 30 minutes drive to Palma
297058;Sea view, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Waterfront, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Private garden, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Close to schools, ↵⇥⇥⇥⇥⇥Children friendly, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Good road access, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Tiles floors, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Waterfront property, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Covered terraces, ↵⇥⇥⇥⇥⇥Open terraces, ↵⇥⇥⇥⇥⇥BBQ, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥AC hotcold, ↵⇥⇥⇥⇥⇥Garage, ↵⇥⇥⇥⇥⇥Carport, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Needs refurbishment, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Summer kitchen, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Flat plot, ↵⇥⇥⇥⇥⇥↵⇥⇥⇥⇥⇥Mediterranean style,
297063;Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297064;Sea View, Waterfront, Sea access, Good road access, Tiled floors, Waterfront property, Investment property, Covered terraces, Open terraces, BBQ, Central heating, AC hot/cold, Garage, Needs refurbishment, Mint condition, Summer kitchen, Security service, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to restaurants, More than 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297068;Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297074;Mountain view, Private pool, Tiled floors, Lawn area, Private garden, Covered terraces, Open terraces, BBQ, Underfloor heating, AC hot/cold, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297076;Mountain view, Sea View, Private pool, Roof Terrace, Covered terraces, Open terraces, AC hot/cold, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297078;Mountain view, Sea View, Private pool, Close to schools, Good road access, Marble floors, Private garden, Covered terraces, Open terraces, BBQ, AC hot/cold, Garage, Parking, Mint condition, Summer kitchen, Osmosis, Security service, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, 10 - 20 minutes drive to Palma
297080;Mountain view, Country estate↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297081;Mountain view, Sea View, Fireplace, Good road access, Various terraces, Country estate, Lawn area, Private garden, Covered terraces, Open terraces, AC hot/cold, Parking, Mint condition, Summer kitchen, Security service, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, More than 30 minutes drive to Palma
297086;Mountain view, Golf course view, Private pool, Close to schools, Child friendly, Fireplace, Good road access, Wooden floors, Tiled floors, Refurbished, Mature garden, Private garden, Covered terraces, Open terraces, BBQ, Central heating, Underfloor heating, Garage, Air conditioning, Flat plot, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297089;Private pool, Child friendly, Guest apartment, Fireplace, Good road access, Tiled floors, Mature garden, Olive trees, Lawn area, Private garden, Covered terraces, Open terraces, BBQ, Central heating, AC hot/cold, Garage, Parking, Mint condition, Citrus trees, Summer kitchen, Flat plot, Security service, Mediterranean style↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          More than 30 minutes drive to airport, More than 30 minutes drive to Palma
297091;Sea View↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          Can walk to beach, 10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297094;Sea View, Community pool, Good road access, Various terraces, Tiled floors, Mature garden, Private garden, Underfloor heating, Garage↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297097;Sea View↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297101;Distances↵        ↵          10 - 20 minutes drive to airport, 10 - 20 minutes drive to Palma
297107;Mountain view, Private pool, Privacy, Child friendly, Fireplace, Investment property, Private garden, Open terraces, Central heating, Air conditioning↵        ↵↵⇥⇥⇥⇥Distances↵        ↵          20 - 30 minutes drive to airport, 20 - 30 minutes drive to Palma
297461;storeroom, bathtube, balcony/ terrace west, shower, tiled floor, garage, cellar, Ölheizung, separate WC, swimming pool , daylight bathroom, Vollmöbliert, central heating
297467;5-10 minutes to Golf Course, 5-10 minutes to shops, ADSL, Air Conditioning Hot/Cold, Alarm System, Aluminium Carpentry, Automatic Entrance, Central Heating, Climalit windows, Close to schools, Detached Villa, Easily maintained gardens, En suite bathroom, Excellent Condition
297490;5-10 minutes to Golf Course, Central Heating, Completely Equipped Kitchen, Covered Terrace, Dining Room with Fireplace, Double Glazing, En suite bathroom, Ideal for Country Lovers, Landscaped Gardens, Parking, Quiet Location, Rustic Style
297526;Automatic garage door, Automatic Irrigation System, Central Heating, Ceramic gres floor, Charming Property, Climalit windows, Covered Terrace, En suite bathroom, Excellent Condition, Full of Character, Garden and Pool View, Guest Apartment, Living room with fireplace, Lookout Tower, Pool, Possibility of extension
297537;Air Conditioning, Alarm System, Automatic Irrigation System, Garden, Heating, Solar Panels, Swimming Pool
297565;Alarm System, Automatic Irrigation System, Pool, Satellite TV
297566;Air Conditioning Hot/Cold, Double Glazing, Fireplace, Garage, Independent Apartment, Laundry room, Marble Floors, Oil Underfloor Heating, Pool, Satellite TV
297573;5-10 minutes to shops, Detached Villa, Garden Apartment, Landscaped Gardens
297583;Air Conditioning Hot/Cold, Alarm System, Garage, Pool
297623;Garage, Garden, Gas Central Heating, Private Area, Private pool, Terrace
297634;2 Parking Places, Air Conditioning Hot/Cold, Floor Heating in Bathrooms, Swimming Pool, Terrace
297694;Air Conditioning Hot/Cold, Double glazing windows, Garage
297718;Air Conditioning Hot/Cold, Fireplace, Floor Heating
297738;ADSL, Air Conditioning, Balcony, Built to High Standards, Covered Terrace, Double Glazing, En suite bathroom, Fireplace, Garden, Porch, Private pool, Quality Residence, Quiet Location, Telephone, Underfloor heating throughout, Utility Room
297746;ADSL, Air Conditioning, Central Heating, Easy Renting, Fireplace, Garden, Good Rental Potential, Private pool, Satellite TV, Telephone, Terrace, Water Deposit, Well Water
297766;2 Parking Places, Barbecue, Bread oven, Charming Property, Close to all Amenities, Close to schools, Fruit Trees, Full of Character, Furnished, Garage, Garden, Garden and Pool View, Green Zones, Mallorquin Kitchen, Paddle Tennis, Parking, Partially renovated, Patio, Porch, Private pool, Walking distance to rest., Wine Cellar
297767;5-10 minutes to shops, Built to High Standards, Covered Terrace, En suite bathroom, Fireplace, Frontline Golf, Garden, Private pool
297770;Covered Terrace, Landscaped Gardens, Open Fireplace, Porch, Private pool, Rustic Style, Terrace, Utility Room, Water Deposit, Well Water
297779;Air Conditioning Hot/Cold, Double Glazing, Fireplace, Gas Central Heating, Porch, Private pool, Terrace, Well Water, Wine Cellar
297781;Built to High Standards, Covered Terrace, Double Glazing, En suite bathroom, Garden, Porch, Private pool, Private Terrace, Refurbished, Tennis Court, Terrace, Well Water
297792;Basement, En suite bathroom, Garden,  Office, Parking, Porch, Private pool, Private Terrace
297821;Air Conditioning, Built to High Standards, En suite bathroom, Private pool, Rustic Style, Spacious Accommodation, Sunny terraces, Top Quality, Underfloor heating throughout, Water Filter
297837;5-10 minutes to shops, Air Conditioning Hot/Cold, Built to High Standards, Covered Terrace, En suite bathroom, Fruit Trees, Office, Oil Central Heating, Quality Residence, Quiet Location, Sep. guest accommodation, Separate Apartment, Storeroom, Sunny terraces
297840;5-10 minutes to Golf Course, 5-10 minutes to shops, Charming Property, Fireplace, Negotiable, Pool, Prestigious Area, Quiet Location, Renovation Needed, Rustic Style, Very Good Access, Water, Water Deposit
297863;Air Conditioning, Conveniently Situated for Golf, Guest Wardrobe,  Laundry room, Lift, Living room with dining area, Office, Open Fireplace, Oven, Pool, Solar Panels, Terrace, Underfloor heating throughout, Walking distance to shops
297864;5-10 minutes to Golf Course, Balcony, Easy Renting, En suite bathroom, Fireplace, Fruit Trees, Garden, Private pool, Private Terrace, Wood Flooring
297866;Barbecue House, Central Heating, Covered Terrace, Garage,  Indoor Pool, Landscaped Gardens, Open Fireplace, Parking, Porch, Quality Residence, Quiet Location, Sep. guest accommodation, Separate Apartment, Sports Facilities, Sunny terraces, Swimming Pool
297869;Balcony, Covered Terrace, Open Fireplace, Quality Residence, Quiet Location, Renovation Needed, Sunny terraces, Various Interior patios
297872;Covered Terrace, Fruit Trees, Garden, Open Fireplace, Parking, Quality Residence, Quiet Location, Some restoration needed, Sunny terraces, Various Interior patios
297878;5-10 minutes to shops, ADSL, Air Conditioning, Built to High Standards, Central Heating, Covered Terrace, En suite bathroom, Fireplace, Marble Floors, Private pool, Satellite TV, Telephone, Terrace, Underground parking, Water Deposit, Well Water
297890;5-10 minutes to Golf Course, 5-10 minutes to shops, Barbecue House, Conveniently Situated Tennis, Covered Terrace, En suite bathroom, Fireplace, Garage, Garden,  Marble Floors, Sauna, Separate Apartment, Water Deposit, Well Water
297891;Barbecue, Built to High Standards, Charming Property, Completely Equipped Kitchen, Country, Covered Terrace, Dining Area, En suite bathroom, Fireplace, Fitted Kitchen, Full of Character, Garden, Garden and Pool View, Ideal for Country Lovers, Living room with fireplace, Mountain View, Office, Private pool, Private Terrace, Stylish Accommodation, Sunny terraces
297894;Air Conditioning, Alarm System, Covered Terrace, Double Glazing, En suite bathroom, Fireplace, Garage, Garden, Oil Central Heating, Private pool, Satellite TV
297895;Air Conditioning Hot/Cold, Covered Terrace, Fruit Trees, Possibility of extension, Private pool, Quality Residence, Quiet Location, Sunny terraces, Walking distance to rest., Walking distance to shops, Walking distance to t. centre, Well Water
297900;Fireplace, Fruit Trees, Quiet Location, Renovation Needed, Rustic Style, Sep. guest accommodation, Various Interior patios, Walking distance to beach, Well Water
297902;Barbecue House, Covered Terrace, En suite bathroom, Fireplace, Garage, Oil Central Heating, Private pool, Quality Residence, Quiet Location, Sep. guest accommodation, Sunny terraces, Well Water
297925;Completely Equipped Kitchen, Covered Terrace, En suite bathroom, Garden, Pool, Sep. guest accommodation, Some restoration needed
297932;5-10 minutes to Golf Course, 5-10 minutes to shops, ADSL, Air Conditioning, Alarm System, Beachfront, Built to High Standards, Ceiling Fans, Charming Property, Children Area, Children´s Pool, Covered Terrace, En suite bathroom, Fireplace, Gas Central Heating, Marble Bathroom, Private pool, Satellite TV, Solar Heated Water, Telephone, Terracotta
297947;Air Conditioning Hot/Cold, Balcony, Basement, Double Glazing, Fireplace, Garage, Garden, Laundry room, Lift, Storeroom, Terrace, Wine Cellar, Wood Flooring
297957;Barbecue House, Completely Equipped Kitchen, Fireplace, Fruit Trees, Parking, Porch, Private pool, Storeroom, Terrace
297961;Built to High Standards, Quiet Location, To be finished, Top Quality
297962;Covered Terrace, En suite bathroom, Fireplace, Parking, Porch, Private pool, Quality Residence, Quiet Location, Terrace
297968;Air Conditioning Hot/Cold, Double Glazing, Fireplace, Garden, Oil Central Heating, Parking, Private pool, Quality Residence, Quiet Location, Sep. guest accommodation, Sunny terraces, Terracotta, Underfloor heating throughout, Well Water
297969;ADSL, Automatic Entrance, Central Heating, Covered Terrace, Double Glazing, En suite bathroom, Fireplace, Fruit Trees, Garage, Garden, Green Zones, Parking, Private pool, Sep. guest accommodation, Storeroom, Telephone, Well Water, Wine Cellar
297971;Barbecue House, Built to High Standards, Completely Equipped Kitchen, Covered Terrace, En suite bathroom, Fireplace, Garage, Jacuzzi, Parking, Private pool, Quality Residence, Quiet Location, Sep. guest accommodation, Sunny terraces, Underfloor heating throughout, Well Water
297993;Completely Equipped Kitchen, Covered Terrace, Fireplace, Pool, Terrace, Terracotta
297996;Completely Equipped Kitchen, Country, Covered Terrace, Easy Renting, En suite bathroom, Fenced Plot, Good Rental Potential, Guest House, Landscaped Gardens, Private pool, Rustic Style, Sep. guest accommodation
297999;5-10 minutes to shops, ADSL, Air Conditioning Hot/Cold, Completely Equipped Kitchen, Covered Terrace, Double Glazing, Landscaped Gardens, Oil Central Heating, Pool, Satellite TV, Terrace, Water Filter
298000;Charming Property, Country, Covered Terrace, En suite bathroom, Furnished, Garden, Guest Apartment, Ideal for Country Lovers, Independent Studio, Living room with dining area, Mountain View, Private pool, Private Terrace, Quiet Location, Various Terraces
298002;5-10 minutes to shops, Basement, Dining Area, Easy Renting, En suite bathroom, Fitted Kitchen, Garage, Guest Apartment, Guest House,  Open Fireplace, Porch
