listing_id	old_price	new_price	change_date	Details
343076	1800000	1950000	2016-08-31	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343078	1790000	1945000	2016-05-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343078	1945000	2300000	2017-01-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343093	1700000	1300000	2016-08-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343099	0	1690000	2016-05-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343099	1690000	1400000	2016-06-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343099	1400000	1300000	2017-02-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343105	1650000	1675000	2016-10-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343111	1600000	1400000	2016-10-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343111	1400000	1450000	2016-11-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343117	1600000	1300000	2016-04-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343117	1300000	1380000	2016-05-10	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343120	1600000	1380000	2016-06-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343120	1380000	1180000	2017-03-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343135	0	1695000	2016-05-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343146	1495000	1500000	2016-08-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343158	1450000	1350000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343197	1240000	1100000	2016-04-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343208	1195000	1150000	2016-09-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343221	1150000	1250000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343234	1095000	1200000	2016-09-18	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343235	1075000	1195000	2016-09-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343235	1195000	1200000	2017-04-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343781	2400000	2600000	2017-04-04	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343783	1800000	1610000	2016-07-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343856	3500000	3950000	2016-12-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
343856	3950000	3750000	2017-05-10	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344085	2950000	2900000	2017-01-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344086	2950000	2750000	2016-09-18	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344087	2850000	2550000	2016-07-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344088	2800000	3400000	2016-07-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344090	1950000	2300000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344098	1550000	1700000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344099	1500000	1600000	2016-05-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344102	1350000	1170000	2016-11-25	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344103	1250000	1800000	2017-06-17	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344204	3500000	4200000	2016-08-29	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344215	4390000	4950000	2016-08-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344216	2950000	2650000	2016-06-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344216	2650000	2500000	2016-11-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344238	1300000	1150000	2016-05-17	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344354	1600000	1450000	2016-10-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344358	3300000	3490000	2017-03-24	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344442	6950000	7500000	2016-11-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344445	6900000	5500000	2016-09-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344445	5500000	4800000	2017-05-04	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344472	2500000	3000000	2016-04-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344483	1900000	1700000	2016-06-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344531	2500000	3000000	2016-04-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344532	1900000	1700000	2016-06-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344646	1425000	1450000	2017-06-09	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344667	1785000	1700000	2016-11-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344669	2000000	2150000	2016-06-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
344669	2150000	1975000	2016-08-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345498	2695000	2295000	2016-09-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345505	2950000	1750000	2016-07-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345505	1750000	3950000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345508	2695000	2295000	2016-09-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345594	5900000	5500000	2017-05-10	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345634	1850000	1450000	2016-06-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345639	2100000	1875000	2017-03-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345664	0	6950000	2016-04-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345666	0	1875000	2016-06-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345782	7400000	7500000	2016-09-13	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345782	7500000	7400000	2016-09-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345863	2790000	2475000	2016-08-27	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345972	1350000	1263200	2016-06-09	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345972	1263200	1200000	2016-09-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
345993	1150000	1200000	2016-10-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346042	1323000	1200000	2017-03-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346059	8900000	7950000	2016-06-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346059	7950000	8950000	2016-06-17	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346059	8950000	7950000	2016-08-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346082	3600000	3250000	2016-09-10	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346087	1578900	1527000	2017-03-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346103	2100000	1875000	2017-03-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346163	2100000	1875000	2017-03-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346244	980000	1000000	2017-02-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346244	1000000	1052600	2017-02-18	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346257	2100000	1875000	2017-01-20	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346257	1875000	2100000	2017-01-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346257	2100000	1875000	2017-03-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346283	1700000	1490000	2016-09-16	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346283	1490000	1450000	2016-11-15	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346283	1450000	1399000	2017-03-08	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346803	1300000	980000	2016-09-09	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346803	980000	1300000	2016-09-13	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
346803	1300000	1150000	2017-04-05	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347095	6000000	3000000	2016-05-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347095	3000000	2950000	2016-05-14	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347095	2950000	2490000	2016-06-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347095	2490000	2190000	2016-12-06	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347095	2190000	1950000	2017-04-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347154	4500000	4950000	2016-05-25	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347169	4600000	4400000	2016-09-06	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347202	2100000	1875000	2017-03-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347249	0	1500000	2016-05-26	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347299	3500000	3850000	2017-04-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347302	1495000	1490000	2016-04-21	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347318	12800000	10605000	2016-08-13	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347327	1450000	1150000	2017-04-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347411	2150000	2300000	2016-05-11	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347442	1120000	1200000	2016-04-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347446	1120000	1200000	2016-04-30	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347649	1700000	1500000	2016-07-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347649	1500000	1350000	2017-01-14	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347656	1750000	1500000	2016-05-12	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347656	1500000	1750000	2016-08-10	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347661	2975000	3300000	2017-02-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347684	3200000	2795000	2017-01-03	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347739	2100000	1875000	2017-03-18	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347771	3800000	3500000	2016-05-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347771	3500000	3950000	2017-04-22	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347858	3500000	3600000	2016-05-07	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347866	1785000	1700000	2016-10-06	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347986	1950000	2550000	2017-02-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347987	1850000	1950000	2016-05-03	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347987	1950000	2350000	2017-02-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347988	1850000	1950000	2016-05-03	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
347988	1950000	2350000	2017-02-02	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
348035	6950000	7500000	2016-11-19	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
348047	1000000	1050000	2016-04-28	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
348066	9600000	8800000	2016-12-23	Charming Property, Condition - Fairly Good, Full of Character, Garden ready for planting, Good Rental Potential, High Ceilings, Ideal for Country Lovers, Living room with dining area, Living room with fireplace, Partially renovated, Porch, Quiet Location
